constructorStandingsId,raceId,constructorId,points,position,positionText,wins
6245,100,17,5.0,8,8,0
6244,100,7,8.0,7,7,0
6243,100,19,4.0,9,9,0
6242,100,15,18.0,6,6,0
6241,100,1,32.0,5,5,0
6240,100,16,67.0,3,3,0
6239,100,3,41.0,4,4,0
6238,100,4,79.0,2,2,1
6237,100,6,174.0,1,1,10
6256,101,18,1.0,10,10,0
6255,101,17,5.0,9,9,0
6254,101,7,8.0,7,7,0
6253,101,19,7.0,8,8,0
6252,101,15,18.0,6,6,0
6251,101,1,37.0,5,5,0
6250,101,16,76.0,3,3,0
6249,101,3,47.0,4,4,0
6248,101,4,85.0,2,2,1
6247,101,6,184.0,1,1,11
6266,102,18,1.0,10,10,0
6265,102,17,5.0,9,9,0
6264,102,7,8.0,7,7,0
6263,102,19,7.0,8,8,0
6262,102,15,19.0,6,6,0
6261,102,1,37.0,5,5,0
6260,102,16,83.0,3,3,0
6259,102,3,54.0,4,4,0
6258,102,4,91.0,2,2,1
6257,102,6,202.0,1,1,12
6276,103,18,1.0,10,10,0
6275,103,17,5.0,9,9,0
6274,103,7,9.0,8,8,0
6273,103,19,10.0,7,7,0
6272,103,15,28.0,6,6,0
6271,103,1,49.0,5,5,1
6270,103,16,83.0,3,3,0
6269,103,3,54.0,4,4,0
6268,103,4,91.0,2,2,1
6267,103,6,216.0,1,1,12
6286,104,18,1.0,10,10,0
6285,104,17,5.0,9,9,0
6284,104,7,9.0,8,8,0
6283,104,19,10.0,7,7,0
6282,104,15,29.0,6,6,0
6281,104,1,52.0,5,5,1
6280,104,16,94.0,2,2,0
6279,104,3,60.0,4,4,0
6278,104,4,91.0,3,3,1
6277,104,6,234.0,1,1,13
6296,105,18,1.0,10,10,0
6295,105,17,5.0,9,9,0
6294,105,7,9.0,8,8,0
6293,105,19,10.0,7,7,0
6292,105,15,32.0,6,6,0
6291,105,1,58.0,5,5,1
6290,105,16,105.0,2,2,0
6289,105,3,64.0,4,4,0
6288,105,4,96.0,3,3,1
6287,105,6,244.0,1,1,14
6306,106,18,1.0,10,10,0
6305,106,17,5.0,9,9,0
6304,106,7,9.0,8,8,0
6303,106,19,10.0,7,7,0
6302,106,15,33.0,6,6,0
6301,106,1,61.0,5,5,1
6300,106,16,116.0,2,2,0
6299,106,3,74.0,4,4,0
6298,106,4,100.0,3,3,1
6297,106,6,254.0,1,1,15
6316,107,18,1.0,10,10,0
6315,107,17,5.0,9,9,0
6314,107,7,9.0,8,8,0
6313,107,19,10.0,7,7,0
6312,107,15,34.0,6,6,0
6311,107,1,69.0,5,5,1
6310,107,16,119.0,2,2,0
6309,107,3,88.0,4,4,1
6308,107,4,105.0,3,3,1
6307,107,6,262.0,1,1,15
5988,108,18,0.0,7,7,0
5987,108,16,0.0,6,6,0
5986,108,15,3.0,5,5,0
5985,108,4,6.0,3,3,0
5984,108,6,5.0,4,4,0
5983,108,3,9.0,2,2,0
5982,108,1,16.0,1,1,1
5997,109,7,0.0,9,9,0
5996,109,17,0.0,7,7,0
5995,109,18,0.0,8,8,0
5994,109,16,2.0,6,6,0
5993,109,15,4.0,5,5,0
5992,109,4,16.0,3,3,0
5991,109,6,16.0,2,2,0
5990,109,3,14.0,4,4,0
5989,109,1,26.0,1,1,2
6007,110,19,0.0,8,8,0
6006,110,7,0.0,9,9,0
6005,110,17,10.0,5,5,1
6004,110,18,0.0,10,10,0
6003,110,16,5.0,7,7,0
6002,110,15,8.0,6,6,0
6001,110,4,23.0,2,2,0
6000,110,6,16.0,3,3,0
5999,110,3,16.0,4,4,0
5998,110,1,39.0,1,1,2
6017,111,19,0.0,9,9,0
6016,111,7,0.0,8,8,0
6015,111,17,10.0,5,5,1
6014,111,18,0.0,10,10,0
6013,111,16,6.0,7,7,0
6012,111,15,8.0,6,6,0
6011,111,4,26.0,3,3,0
6010,111,6,32.0,2,2,1
6009,111,3,23.0,4,4,0
6008,111,1,51.0,1,1,2
6027,112,19,2.0,9,9,0
6026,112,7,3.0,8,8,0
6025,112,17,11.0,5,5,1
6024,112,18,0.0,10,10,0
6023,112,16,6.0,7,7,0
6022,112,15,8.0,6,6,0
6021,112,4,34.0,3,3,0
6020,112,6,48.0,2,2,2
6019,112,3,32.0,4,4,0
6018,112,1,51.0,1,1,2
6037,113,19,4.0,8,8,0
6036,113,7,3.0,9,9,0
6035,113,17,11.0,5,5,1
6034,113,18,0.0,10,10,0
6033,113,16,11.0,6,6,0
6032,113,15,8.0,7,7,0
6031,113,4,35.0,3,3,0
6030,113,6,64.0,1,1,3
6029,113,3,35.0,4,4,0
6028,113,1,63.0,2,2,2
6047,114,19,4.0,8,8,0
6046,114,7,3.0,9,9,0
6045,114,17,11.0,5,5,1
6044,114,18,0.0,10,10,0
6043,114,16,11.0,6,6,0
6042,114,15,8.0,7,7,0
6041,114,4,42.0,4,4,0
6040,114,6,71.0,2,2,3
6039,114,3,50.0,3,3,1
6038,114,1,73.0,1,1,2
6057,115,19,6.0,8,8,0
6056,115,7,4.0,9,9,0
6055,115,17,11.0,5,5,1
6054,115,18,0.0,10,10,0
6053,115,16,11.0,6,6,0
6052,115,15,8.0,7,7,0
6051,115,4,47.0,4,4,0
6050,115,6,85.0,1,1,4
6049,115,3,64.0,3,3,1
6048,115,1,76.0,2,2,2
6067,116,19,9.0,8,8,0
6066,116,7,4.0,9,9,0
6065,116,17,11.0,6,6,1
6064,116,18,0.0,10,10,0
6063,116,16,13.0,5,5,0
6062,116,15,9.0,7,7,0
6061,116,4,52.0,4,4,0
6060,116,6,95.0,1,1,4
6059,116,3,82.0,2,2,2
6058,116,1,76.0,3,3,2
6077,117,19,12.0,6,6,0
6076,117,7,5.0,9,9,0
6075,117,17,11.0,7,7,1
6074,117,18,0.0,10,10,0
6073,117,16,13.0,5,5,0
6072,117,15,9.0,8,8,0
6071,117,4,52.0,4,4,0
6070,117,6,103.0,1,1,4
6069,117,3,100.0,2,2,3
6068,117,1,85.0,3,3,2
6087,118,19,12.0,6,6,0
6086,118,7,7.0,9,9,0
6085,118,17,11.0,7,7,1
6084,118,18,0.0,10,10,0
6083,118,16,14.0,5,5,0
6082,118,15,9.0,8,8,0
6081,118,4,55.0,4,4,0
6080,118,6,118.0,1,1,5
6079,118,3,108.0,2,2,3
6078,118,1,95.0,3,3,2
6097,119,19,12.0,7,7,0
6096,119,7,14.0,6,6,0
6095,119,17,11.0,8,8,1
6094,119,18,0.0,10,10,0
6093,119,16,15.0,5,5,0
6092,119,15,9.0,9,9,0
6091,119,4,66.0,4,4,0
6090,119,6,120.0,1,1,5
6089,119,3,118.0,2,2,4
6088,119,1,103.0,3,3,2
6107,120,19,15.0,6,6,0
6106,120,7,14.0,7,7,0
6105,120,17,11.0,8,8,1
6104,120,18,0.0,10,10,0
6103,120,16,15.0,5,5,0
6102,120,15,9.0,9,9,0
6101,120,4,78.0,4,4,1
6100,120,6,121.0,2,2,5
6099,120,3,129.0,1,1,4
6098,120,1,115.0,3,3,2
6117,121,19,17.0,6,6,0
6116,121,7,14.0,7,7,0
6115,121,17,11.0,8,8,1
6114,121,18,0.0,10,10,0
6113,121,16,18.0,5,5,0
6112,121,15,9.0,9,9,0
6111,121,4,79.0,4,4,1
6110,121,6,137.0,2,2,6
6109,121,3,141.0,1,1,4
6108,121,1,120.0,3,3,2
6127,122,19,18.0,7,7,0
6126,122,7,14.0,8,8,0
6125,122,17,13.0,9,9,1
6124,122,18,0.0,10,10,0
6123,122,16,18.0,6,6,0
6122,122,15,19.0,5,5,0
6121,122,4,84.0,4,4,1
6120,122,6,147.0,1,1,7
6119,122,3,144.0,2,2,4
6118,122,1,128.0,3,3,2
6137,123,19,18.0,7,7,0
6136,123,7,16.0,8,8,0
6135,123,17,13.0,9,9,1
6134,123,18,0.0,10,10,0
6133,123,16,26.0,5,5,0
6132,123,15,19.0,6,6,0
6131,123,4,88.0,4,4,1
6130,123,6,158.0,1,1,8
6129,123,3,144.0,2,2,4
6128,123,1,142.0,3,3,2
5805,124,7,1.0,6,6,0
5804,124,18,2.0,5,5,0
5803,124,19,3.0,4,4,0
5802,124,1,4.0,3,3,0
5801,124,3,6.0,2,2,0
5800,124,6,10.0,1,1,1
5816,125,21,0.0,11,11,0
5815,125,17,0.0,10,10,0
5814,125,16,0.0,9,9,0
5813,125,15,3.0,6,6,0
5812,125,4,3.0,5,5,0
5811,125,7,1.0,8,8,0
5810,125,18,2.0,7,7,0
5809,125,19,3.0,4,4,0
5808,125,1,4.0,3,3,0
5807,125,3,22.0,1,1,1
5806,125,6,14.0,2,2,1
5827,126,21,0.0,11,11,0
5826,126,17,0.0,10,10,0
5825,126,16,0.0,9,9,0
5824,126,15,3.0,6,6,0
5823,126,4,6.0,4,4,0
5822,126,7,2.0,8,8,0
5821,126,18,2.0,7,7,0
5820,126,19,3.0,5,5,0
5819,126,1,8.0,3,3,0
5818,126,3,30.0,1,1,1
5817,126,6,24.0,2,2,2
5838,127,21,0.0,11,11,0
5837,127,17,0.0,10,10,0
5836,127,16,0.0,9,9,0
5835,127,15,3.0,6,6,0
5834,127,4,8.0,4,4,0
5833,127,7,2.0,8,8,0
5832,127,18,2.0,7,7,0
5831,127,19,3.0,5,5,0
5830,127,1,9.0,3,3,0
5829,127,3,37.0,2,2,1
5828,127,6,40.0,1,1,3
5849,128,21,1.0,9,9,0
5848,128,17,0.0,11,11,0
5847,128,16,0.0,10,10,0
5846,128,15,8.0,5,5,0
5845,128,4,8.0,4,4,0
5844,128,7,2.0,8,8,0
5843,128,18,2.0,7,7,0
5842,128,19,3.0,6,6,0
5841,128,1,13.0,3,3,0
5840,128,3,43.0,2,2,1
5839,128,6,50.0,1,1,4
5860,129,21,1.0,10,10,0
5859,129,17,2.0,8,8,0
5858,129,16,0.0,11,11,0
5857,129,15,8.0,5,5,0
5856,129,4,8.0,4,4,0
5855,129,7,2.0,9,9,0
5854,129,18,2.0,7,7,0
5853,129,19,3.0,6,6,0
5852,129,1,14.0,3,3,0
5851,129,3,50.0,2,2,1
5850,129,6,66.0,1,1,5
5871,130,21,2.0,10,10,0
5870,130,17,4.0,6,6,0
5869,130,16,0.0,11,11,0
5868,130,15,8.0,5,5,0
5867,130,4,11.0,4,4,0
5866,130,7,2.0,9,9,0
5865,130,18,2.0,8,8,0
5864,130,19,3.0,7,7,0
5863,130,1,24.0,3,3,1
5862,130,3,54.0,2,2,1
5861,130,6,72.0,1,1,5
5882,131,21,2.0,10,10,0
5881,131,17,6.0,6,6,0
5880,131,16,0.0,11,11,0
5879,131,15,8.0,5,5,0
5878,131,4,12.0,4,4,0
5877,131,7,2.0,9,9,0
5876,131,18,2.0,8,8,0
5875,131,19,3.0,7,7,0
5874,131,1,33.0,3,3,1
5873,131,3,54.0,2,2,1
5872,131,6,86.0,1,1,6
5893,132,21,2.0,10,10,0
5892,132,17,6.0,6,6,0
5891,132,16,0.0,11,11,0
5890,132,15,9.0,5,5,0
5889,132,4,14.0,4,4,0
5888,132,7,2.0,9,9,0
5887,132,18,2.0,8,8,0
5886,132,19,3.0,7,7,0
5885,132,1,37.0,3,3,1
5884,132,3,57.0,2,2,1
5883,132,6,102.0,1,1,7
5904,133,21,2.0,11,11,0
5903,133,17,6.0,6,6,0
5902,133,16,5.0,7,7,0
5901,133,15,10.0,5,5,0
5900,133,4,14.0,4,4,0
5899,133,7,2.0,10,10,0
5898,133,18,2.0,9,9,0
5897,133,19,3.0,8,8,0
5896,133,1,37.0,3,3,1
5895,133,3,61.0,2,2,1
5894,133,6,118.0,1,1,8
5915,134,21,2.0,11,11,0
5914,134,17,6.0,6,6,0
5913,134,16,5.0,7,7,0
5912,134,15,10.0,5,5,0
5911,134,4,15.0,4,4,0
5910,134,7,2.0,10,10,0
5909,134,18,2.0,9,9,0
5908,134,19,3.0,8,8,0
5907,134,1,47.0,3,3,1
5906,134,3,66.0,2,2,1
5905,134,6,128.0,1,1,9
5926,135,21,2.0,11,11,0
5925,135,17,6.0,6,6,0
5924,135,16,5.0,7,7,0
5923,135,15,11.0,5,5,0
5922,135,4,15.0,4,4,0
5921,135,7,2.0,10,10,0
5920,135,18,2.0,9,9,0
5919,135,19,3.0,8,8,0
5918,135,1,49.0,3,3,1
5917,135,3,76.0,2,2,1
5916,135,6,141.0,1,1,10
5937,136,21,2.0,11,11,0
5936,136,17,7.0,6,6,0
5935,136,16,5.0,7,7,0
5934,136,15,11.0,5,5,0
5933,136,4,15.0,4,4,0
5932,136,7,2.0,10,10,0
5931,136,18,2.0,9,9,0
5930,136,19,3.0,8,8,0
5929,136,1,54.0,3,3,1
5928,136,3,80.0,2,2,1
5927,136,6,157.0,1,1,11
5948,137,21,2.0,11,11,0
5947,137,17,7.0,6,6,0
5946,137,16,5.0,7,7,0
5945,137,15,11.0,5,5,0
5944,137,4,15.0,4,4,0
5943,137,7,2.0,10,10,0
5942,137,18,2.0,9,9,0
5941,137,19,4.0,8,8,0
5940,137,1,57.0,3,3,1
5939,137,3,86.0,2,2,1
5938,137,6,173.0,1,1,12
5959,138,21,2.0,11,11,0
5958,138,17,7.0,7,7,0
5957,138,16,6.0,8,8,0
5956,138,15,11.0,5,5,0
5955,138,4,20.0,4,4,0
5954,138,7,2.0,10,10,0
5953,138,18,2.0,9,9,0
5952,138,19,8.0,6,6,0
5951,138,1,57.0,3,3,1
5950,138,3,86.0,2,2,1
5949,138,6,189.0,1,1,13
5970,139,21,2.0,11,11,0
5969,139,17,7.0,8,8,0
5968,139,16,7.0,7,7,0
5967,139,15,11.0,5,5,0
5966,139,4,22.0,4,4,0
5965,139,7,2.0,10,10,0
5964,139,18,2.0,9,9,0
5963,139,19,8.0,6,6,0
5962,139,1,61.0,3,3,1
5961,139,3,89.0,2,2,1
5960,139,6,205.0,1,1,14
5981,140,21,2.0,11,11,0
5980,140,17,9.0,6,6,0
5979,140,16,7.0,8,8,0
5978,140,15,11.0,5,5,0
5977,140,4,23.0,4,4,0
5976,140,7,2.0,10,10,0
5975,140,18,2.0,9,9,0
5974,140,19,8.0,7,7,0
5973,140,1,65.0,3,3,1
5972,140,3,92.0,2,2,1
5971,140,6,221.0,1,1,15
5623,141,22,0.0,10,10,0
5622,141,18,0.0,9,9,0
5621,141,21,0.0,8,8,0
5620,141,20,0.0,7,7,0
5619,141,19,0.0,6,6,0
5618,141,16,0.0,5,5,0
5617,141,17,2.0,4,4,0
5616,141,15,4.0,3,3,0
5615,141,1,6.0,2,2,0
5614,141,6,14.0,1,1,1
5634,142,3,2.0,5,5,0
5633,142,22,0.0,10,10,0
5632,142,18,0.0,11,11,0
5631,142,21,0.0,6,6,0
5630,142,20,0.0,9,9,0
5629,142,19,0.0,8,8,0
5628,142,16,0.0,7,7,0
5627,142,17,5.0,3,3,0
5626,142,15,4.0,4,4,0
5625,142,1,11.0,2,2,0
5624,142,6,30.0,1,1,2
5645,143,3,2.0,6,6,0
5644,143,22,1.0,7,7,0
5643,143,18,0.0,11,11,0
5642,143,21,0.0,8,8,0
5641,143,20,0.0,9,9,0
5640,143,19,0.0,10,10,0
5639,143,16,3.0,5,5,0
5638,143,17,7.0,4,4,0
5637,143,15,8.0,3,3,0
5636,143,1,21.0,2,2,1
5635,143,6,36.0,1,1,2
5656,144,3,12.0,3,3,1
5655,144,22,1.0,7,7,0
5654,144,18,0.0,11,11,0
5653,144,21,0.0,8,8,0
5652,144,20,0.0,9,9,0
5651,144,19,0.0,10,10,0
5650,144,16,3.0,6,6,0
5649,144,17,10.0,4,4,0
5648,144,15,8.0,5,5,0
5647,144,1,30.0,2,2,1
5646,144,6,40.0,1,1,2
5667,145,3,18.0,3,3,1
5666,145,22,1.0,7,7,0
5665,145,18,0.0,11,11,0
5664,145,21,0.0,8,8,0
5663,145,20,0.0,9,9,0
5662,145,19,0.0,10,10,0
5661,145,16,7.0,6,6,0
5660,145,17,13.0,4,4,0
5659,145,15,9.0,5,5,0
5658,145,1,32.0,2,2,1
5657,145,6,50.0,1,1,3
5678,146,3,18.0,3,3,1
5677,146,22,1.0,8,8,0
5676,146,18,0.0,11,11,0
5675,146,21,1.0,7,7,0
5674,146,20,0.0,10,10,0
5673,146,19,0.0,9,9,0
5672,146,16,9.0,6,6,0
5671,146,17,13.0,4,4,0
5670,146,15,12.0,5,5,0
5669,146,1,42.0,2,2,2
5668,146,6,60.0,1,1,3
5689,147,3,18.0,3,3,1
5688,147,22,1.0,9,9,0
5687,147,18,0.0,11,11,0
5686,147,21,1.0,8,8,0
5685,147,20,1.0,10,10,0
5684,147,19,4.0,7,7,0
5683,147,16,12.0,5,5,0
5682,147,17,13.0,4,4,0
5681,147,15,12.0,6,6,0
5680,147,1,44.0,2,2,2
5679,147,6,76.0,1,1,4
5700,148,3,28.0,3,3,2
5699,148,22,1.0,10,10,0
5698,148,18,0.0,11,11,0
5697,148,21,1.0,9,9,0
5696,148,20,3.0,8,8,0
5695,148,19,5.0,7,7,0
5694,148,16,12.0,6,6,0
5693,148,17,13.0,5,5,0
5692,148,15,15.0,4,4,0
5691,148,1,48.0,2,2,2
5690,148,6,82.0,1,1,4
5711,149,3,37.0,3,3,2
5710,149,22,1.0,10,10,0
5709,149,18,0.0,11,11,0
5708,149,21,1.0,9,9,0
5707,149,20,3.0,8,8,0
5706,149,19,5.0,7,7,0
5705,149,16,12.0,6,6,0
5704,149,17,13.0,5,5,0
5703,149,15,15.0,4,4,0
5702,149,1,53.0,2,2,2
5701,149,6,94.0,1,1,5
5722,150,3,43.0,3,3,2
5721,150,22,1.0,10,10,0
5720,150,18,0.0,11,11,0
5719,150,21,1.0,9,9,0
5718,150,20,3.0,8,8,0
5717,150,19,5.0,7,7,0
5716,150,16,12.0,6,6,0
5715,150,17,15.0,5,5,0
5714,150,15,16.0,4,4,0
5713,150,1,56.0,2,2,2
5712,150,6,108.0,1,1,6
5733,151,3,46.0,3,3,2
5732,151,22,1.0,10,10,0
5731,151,18,0.0,11,11,0
5730,151,21,1.0,9,9,0
5729,151,20,3.0,8,8,0
5728,151,19,5.0,7,7,0
5727,151,16,12.0,6,6,0
5726,151,17,15.0,5,5,0
5725,151,15,19.0,4,4,0
5724,151,1,66.0,2,2,3
5723,151,6,118.0,1,1,6
5744,152,3,56.0,3,3,3
5743,152,22,6.0,7,7,0
5742,152,18,0.0,11,11,0
5741,152,21,1.0,10,10,0
5740,152,20,4.0,9,9,0
5739,152,19,5.0,8,8,0
5738,152,16,16.0,5,5,0
5737,152,17,15.0,6,6,0
5736,152,15,19.0,4,4,0
5735,152,1,66.0,2,2,3
5734,152,6,124.0,1,1,6
5755,153,3,59.0,3,3,3
5754,153,22,6.0,7,7,0
5753,153,18,0.0,11,11,0
5752,153,21,1.0,10,10,0
5751,153,20,4.0,9,9,0
5750,153,19,5.0,8,8,0
5749,153,16,16.0,5,5,0
5748,153,17,15.0,6,6,0
5747,153,15,20.0,4,4,0
5746,153,1,72.0,2,2,3
5745,153,6,140.0,1,1,7
5766,154,3,59.0,3,3,3
5765,154,22,10.0,7,7,0
5764,154,18,0.0,11,11,0
5763,154,21,1.0,10,10,0
5762,154,20,4.0,9,9,0
5761,154,19,5.0,8,8,0
5760,154,16,16.0,5,5,0
5759,154,17,16.0,6,6,0
5758,154,15,20.0,4,4,0
5757,154,1,81.0,2,2,3
5756,154,6,152.0,1,1,8
5777,155,3,73.0,3,3,4
5776,155,22,10.0,7,7,0
5775,155,18,0.0,11,11,0
5774,155,21,1.0,10,10,0
5773,155,20,4.0,9,9,0
5772,155,19,7.0,8,8,0
5771,155,16,17.0,5,5,0
5770,155,17,16.0,6,6,0
5769,155,15,20.0,4,4,0
5768,155,1,81.0,2,2,3
5767,155,6,161.0,1,1,8
5788,156,3,73.0,3,3,4
5787,156,22,10.0,7,7,0
5786,156,18,0.0,11,11,0
5785,156,21,1.0,10,10,0
5784,156,20,4.0,9,9,0
5783,156,19,9.0,8,8,0
5782,156,16,17.0,6,6,0
5781,156,17,19.0,5,5,0
5780,156,15,21.0,4,4,0
5779,156,1,95.0,2,2,4
5778,156,6,167.0,1,1,8
5799,157,3,80.0,3,3,4
5798,157,22,10.0,7,7,0
5797,157,18,0.0,11,11,0
5796,157,21,1.0,10,10,0
5795,157,20,4.0,9,9,0
5794,157,19,9.0,8,8,0
5793,157,16,17.0,6,6,0
5792,157,17,19.0,5,5,0
5791,157,15,21.0,4,4,0
5790,157,1,102.0,2,2,4
5789,157,6,179.0,1,1,9
27973,74,4,46.0,1,1,4
4046,1,6,0.0,9,9,0
4044,1,2,0.0,7,7,0
4045,1,9,0.0,8,8,0
4043,1,10,0.0,6,6,0
4042,1,5,3.0,5,5,0
4041,1,3,3.0,4,4,0
4040,1,4,4.0,3,3,0
4039,1,7,11.0,2,2,0
4038,1,23,18.0,1,1,1
8541,2,6,0.0,10,10,0
8540,2,9,1.5,7,7,0
8539,2,2,4.0,3,3,0
8538,2,10,0.0,9,9,0
8537,2,5,3.0,6,6,0
8536,2,3,3.5,5,5,0
8535,2,4,4.0,4,4,0
8534,2,7,16.5,2,2,0
8533,2,1,1.0,8,8,0
8532,2,23,25.0,1,1,2
25734,36,1,14.0,11,E,0
25745,37,1,32.0,11,E,1
25744,37,6,23.0,1,1,1
25766,39,6,49.0,1,1,3
25777,40,6,56.0,1,1,3
25788,41,6,60.0,1,1,3
25799,42,6,71.0,1,1,3
25810,43,6,89.0,1,1,4
25821,44,6,103.0,1,1,5
25832,45,6,111.0,1,1,5
25843,46,6,119.0,1,1,5
25854,47,6,137.0,1,1,6
25865,48,6,143.0,1,1,6
25876,49,6,161.0,1,1,7
25887,50,6,170.0,1,1,7
25898,51,6,186.0,1,1,8
25909,52,6,204.0,1,1,9
8570,3,9,19.5,2,2,1
8567,3,5,4.0,7,7,0
8568,3,10,0.0,10,10,0
8571,3,6,0.0,9,9,0
8569,3,2,4.0,5,5,0
8566,3,3,3.5,8,8,0
8565,3,4,4.0,6,6,0
8564,3,7,18.5,3,3,0
8563,3,1,8.0,4,4,0
8562,3,23,36.0,1,1,2
8590,4,9,27.5,2,2,1
8589,4,2,4.0,6,6,0
8588,4,10,0.0,10,10,0
8587,4,5,4.0,7,7,0
8585,4,4,5.0,5,5,0
8583,4,1,13.0,4,4,0
8584,4,7,26.5,3,3,0
8591,4,6,3.0,9,9,0
8586,4,3,3.5,8,8,0
8582,4,23,50.0,1,1,3
8592,5,23,68.0,1,1,4
8593,5,1,13.0,4,4,0
8594,5,7,26.5,3,3,0
8595,5,4,9.0,5,5,0
8596,5,3,4.5,8,8,0
8597,5,5,4.0,9,9,0
8598,5,10,0.0,10,10,0
8599,5,2,6.0,6,6,0
8600,5,9,38.5,2,2,1
8601,5,6,6.0,7,7,0
8678,6,10,0.0,10,10,0
8679,6,2,6.0,8,8,0
8674,6,7,26.5,3,3,0
8681,6,6,17.0,4,4,0
8680,6,9,42.5,2,2,1
8677,6,5,5.0,9,9,0
8676,6,3,7.5,7,7,0
8675,6,4,11.0,6,6,0
8673,6,1,13.0,5,5,0
8672,6,23,86.0,1,1,5
8651,7,6,20.0,4,4,0
8649,7,2,8.0,8,8,0
8647,7,5,5.0,9,9,0
8645,7,4,11.0,7,7,0
8643,7,1,13.0,5,5,0
8644,7,7,32.5,3,3,0
8642,7,23,96.0,1,1,6
8650,7,9,56.5,2,2,1
8646,7,3,11.5,6,6,0
8648,7,10,0.0,10,10,0
8671,8,6,26.0,4,4,0
8669,8,2,8.0,8,8,0
8667,8,5,5.0,9,9,0
8665,8,4,11.0,7,7,0
8663,8,1,13.0,6,6,0
8664,8,7,34.5,3,3,0
8662,8,23,105.0,1,1,6
8670,8,9,74.5,2,2,2
8666,8,3,15.5,5,5,0
8668,8,10,0.0,10,10,0
8682,9,23,112.0,1,1,6
8683,9,1,14.0,6,6,0
8684,9,7,34.5,3,3,0
8685,9,4,13.0,7,7,0
8686,9,3,20.5,5,5,0
8687,9,5,5.0,9,9,0
8688,9,10,0.0,10,10,0
8689,9,2,8.0,8,8,0
8690,9,9,92.5,2,2,3
8691,9,6,32.0,4,4,0
8692,10,23,114.0,1,1,6
8693,10,1,28.0,5,5,1
8694,10,7,38.5,4,4,0
8695,10,4,13.0,7,7,0
8696,10,3,25.5,6,6,0
8697,10,5,5.0,9,9,0
8698,10,10,0.0,10,10,0
8699,10,2,8.0,8,8,0
8700,10,9,98.5,2,2,3
8701,10,6,40.0,3,3,0
8702,11,23,126.0,1,1,7
8703,11,1,41.0,4,4,1
8704,11,7,38.5,5,5,0
8705,11,4,16.0,7,7,0
8706,11,3,29.5,6,6,0
8707,11,5,5.0,9,9,0
8708,11,10,0.0,10,10,0
8709,11,2,9.0,8,8,0
8710,11,9,98.5,2,2,3
8711,11,6,46.0,3,3,0
8712,12,23,128.0,1,1,7
8713,12,1,44.0,4,4,1
8714,12,7,38.5,5,5,0
8715,12,4,16.0,8,8,0
8716,12,3,30.5,6,6,0
8717,12,5,5.0,10,10,0
8718,12,10,8.0,9,9,0
8719,12,2,18.0,7,7,0
8720,12,9,104.5,2,2,3
8721,12,6,56.0,3,3,1
8722,13,23,146.0,1,1,8
8723,13,1,47.0,4,4,1
8724,13,7,38.5,5,5,0
8725,13,4,20.0,8,8,0
8726,13,3,30.5,6,6,0
8727,13,5,5.0,10,10,0
8728,13,10,13.0,9,9,0
8729,13,2,20.0,7,7,0
8730,13,9,105.5,2,2,3
8731,13,6,62.0,3,3,1
8732,14,23,153.0,1,1,8
8733,14,1,59.0,4,4,2
8734,14,7,46.5,5,5,0
8735,14,4,26.0,7,7,0
8736,14,3,30.5,6,6,0
8737,14,5,5.0,10,10,0
8738,14,10,13.0,9,9,0
8739,14,2,21.0,8,8,0
8740,14,9,110.5,2,2,3
8741,14,6,62.0,3,3,1
8761,15,6,67.0,3,3,1
8760,15,9,120.5,2,2,4
8758,15,10,13.0,9,9,0
8757,15,5,5.0,10,10,0
8756,15,3,34.5,6,6,0
8753,15,1,65.0,4,4,2
8754,15,7,54.5,5,5,0
8752,15,23,156.0,1,1,8
8759,15,2,24.0,8,8,0
8755,15,4,26.0,7,7,0
8762,16,23,161.0,1,1,8
8763,16,1,71.0,3,3,2
8764,16,7,54.5,5,5,0
8765,16,4,26.0,8,8,0
8766,16,3,34.5,6,6,0
8767,16,5,7.0,10,10,0
8768,16,10,13.0,9,9,0
8769,16,2,32.0,7,7,0
8770,16,9,135.5,2,2,5
8771,16,6,70.0,4,4,1
13918,17,23,172.0,1,1,8
13919,17,1,71.0,3,3,2
13920,17,7,59.5,5,5,0
13921,17,4,26.0,8,8,0
13922,17,3,34.5,7,7,0
13923,17,5,8.0,10,10,0
13924,17,10,13.0,9,9,0
13925,17,2,36.0,6,6,0
13926,17,9,153.5,2,2,6
13927,17,6,70.0,4,4,1
24232,337,6,43.0,1,1,1
24233,337,1,21.0,2,2,0
24234,337,9,16.0,4,4,0
24235,337,131,18.0,3,3,0
24236,337,10,2.0,5,5,0
24237,337,3,1.0,6,6,0
24238,337,4,0.0,7,7,0
24239,337,5,0.0,8,8,0
24240,337,205,0.0,9,9,0
24241,337,15,0.0,10,10,0
24242,337,164,0.0,11,11,0
24243,337,166,0.0,12,12,0
24244,338,6,70.0,1,1,1
24245,338,1,54.0,2,2,1
24246,338,9,18.0,5,5,0
24247,338,131,29.0,3,3,0
24248,338,10,8.0,6,6,0
24249,338,3,5.0,7,7,0
24250,338,4,18.0,4,4,0
24251,338,5,0.0,8,8,0
24252,338,205,0.0,10,10,0
24253,338,15,0.0,9,9,0
24254,338,164,0.0,11,11,0
24255,338,166,0.0,12,12,0
24256,339,6,76.0,1,1,1
24257,339,1,66.0,2,2,1
24258,339,9,61.0,3,3,1
24259,339,131,44.0,4,4,0
24260,339,10,18.0,6,6,0
24261,339,3,6.0,7,7,0
24262,339,4,30.0,5,5,0
